Type	Filter	WorkflowId	WorkflowInstanceID	JobRunID	Region	variable	value
INDEL	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	METRIC.Frac_NA	3.5e-05
SNP	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	METRIC.Frac_NA	0
SNP	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	METRIC.Frac_NA	0
INDEL	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	METRIC.Frac_NA	3.5e-05
INDEL	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	METRIC.Frac_NA	3.5e-05
SNP	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	METRIC.Frac_NA	0
SNP	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	METRIC.Frac_NA	0
INDEL	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	METRIC.F1_Score	0.947294
INDEL	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	METRIC.F1_Score	0.947294
SNP	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	METRIC.F1_Score	0.984319
SNP	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	METRIC.F1_Score	0.984319
INDEL	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	METRIC.F1_Score	0.947294
INDEL	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	METRIC.F1_Score	0.947294
SNP	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	METRIC.F1_Score	0.984319
SNP	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	METRIC.F1_Score	0.984319
INDEL	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	TRUTH.TOTAL.TiTv_ratio	NA
INDEL	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	TRUTH.TOTAL.TiTv_ratio	NA
SNP	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	TRUTH.TOTAL.TiTv_ratio	2.10340706423
SNP	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	TRUTH.TOTAL.TiTv_ratio	2.10340706423
INDEL	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	TRUTH.TOTAL.TiTv_ratio	NA
INDEL	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	TRUTH.TOTAL.TiTv_ratio	NA
SNP	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	TRUTH.TOTAL.TiTv_ratio	2.10340706423
SNP	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	TRUTH.TOTAL.TiTv_ratio	2.10340706423
INDEL	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	QUERY.TOTAL.TiTv_ratio	NA
INDEL	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	QUERY.TOTAL.TiTv_ratio	NA
SNP	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	QUERY.TOTAL.TiTv_ratio	2.11612487699
SNP	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	QUERY.TOTAL.TiTv_ratio	2.11612487699
INDEL	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	QUERY.TOTAL.TiTv_ratio	NA
INDEL	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	QUERY.TOTAL.TiTv_ratio	NA
SNP	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	QUERY.TOTAL.TiTv_ratio	2.11612487699
SNP	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	QUERY.TOTAL.TiTv_ratio	2.11612487699
INDEL	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	TRUTH.TOTAL.het_hom_ratio	1.57810166428
INDEL	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	TRUTH.TOTAL.het_hom_ratio	1.57810166428
SNP	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	TRUTH.TOTAL.het_hom_ratio	1.58758722469
SNP	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	TRUTH.TOTAL.het_hom_ratio	1.58758722469
INDEL	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	TRUTH.TOTAL.het_hom_ratio	1.57810166428
INDEL	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	TRUTH.TOTAL.het_hom_ratio	1.57810166428
SNP	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	TRUTH.TOTAL.het_hom_ratio	1.58758722469
SNP	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	TRUTH.TOTAL.het_hom_ratio	1.58758722469
INDEL	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	QUERY.TOTAL.het_hom_ratio	1.81953917508
INDEL	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	QUERY.TOTAL.het_hom_ratio	1.81953917508
SNP	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	QUERY.TOTAL.het_hom_ratio	1.59956058918
SNP	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	WholeExome	QUERY.TOTAL.het_hom_ratio	1.59956058918
INDEL	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	QUERY.TOTAL.het_hom_ratio	1.81953917508
INDEL	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	QUERY.TOTAL.het_hom_ratio	1.81953917508
SNP	ALL	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	QUERY.TOTAL.het_hom_ratio	1.59956058918
SNP	PASS	WF_b1de71.e6	WF_b1de71.e6.2ea9	74a602c0-5f63-4a26-87f9-4cf55a3ee6fb	CodingSequence	QUERY.TOTAL.het_hom_ratio	1.59956058918
